0,0,0,0,0,1032,0,0,0,0,0,0,0,0,950,0,0,0,0,0,0,0,0,0,0,0,1468,0,0,0,0,3172,0,0,0,0,0,0,0,0,0,0,2579,3367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,0,0,0,0,0,1153,0,0,0,0,0,0,0,2013,1554,0,0
0,0,0,0,0,0,0,0,0,0,0,2541,622,6184,0,0,0,0,5875,636,666,3731,0,1625,0,0,0,0,0,754,0,0,0,0,7162,3432,0,0,0,0,0,0,0,0,1506,0,0,0,0,726,0,0,0,2866,0,0,0,4550,0,0,0,1370,0,0,6547,2532,883,0,4237,0,0,0,3278,0,0,0,0,0,0,0,0,0,0,0,1111,0,0,0,0,0,0,0,0,0,1043,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2448,0,0,0,0,0,0,1460,0,0,0,0,0,0,2847,0,3269,0,2446,0,1882,0,0,4300,0,0,0,0,0,0,0,1555,2451,0,0,0,0,0,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,3162,0,0,0,2492,832,0,0,0,0,0,0,0,1629,5360,0,0,0,0,0,0,0,0,0,0,0,1905,0,0,0,0,0,4821,0,0,0
0,0,0,0,0,0,0,1000,0,1928,0,0,0,1675,0,0,0,0,1259,0,1806,0,0,1288,0,0,0,0,2140,1246,0,0,1246,0,0,774,0,0,0,0,0,1494,2842,0,1219,0,0,0,0,3918,0,0,0,837,1429,0,0,0,0,0,0,0,0,0,0,0,1090,2293,0,1928,5895,0,0,0,0,0,0,0,0,0,0,0,0,1598,0,0,0,0,0,0,0,0,1135,1080,837,0,700,0,679
0,0,0,0,0,1963,0,4349,0,601,0,0,4860,0,1841,874,5379,2298,0,0,0,8775,2863,2386,1231,2200,2857,1067,0,0,0,0,3497,0,0,689,3285,0,1690,11209,0,0,0,2926,0,5060,0,0,4199,0,0,0,706,0,1311,0,0,0,0,0,0,904,0,0,0,2863,5131,0,0,4232,0,0,0,2555,0,8530,1464,0,6829,0,0,4801,0,9080,0,0,0,957,0,0,0,1177,4657,0,0,0,5081,5546,0
7973,0,0,0,1907,0,0,1541,0,0,0,0,2316,1590,3653,3028,4025,0,0,6266,0,0,0,826,0,2797,1722,0,0,0,0,2533,795,0,751,2748,1644,0,0,3466,1840,0,2578,2271,2815,0,0,2526,0,2156,2902,674,0,0,2912,0,0,0,4467,0,5804,1410,0,0,5238,0,2194,0,0,0,0,0,0,0,1259,0,0,0,0,0,940,0,0,4085,9308,0,655,2547,3123,0,0,0,1128,0,0,0,1530,3482,2951
0,1018,0,0,0,0,0,3268,0,2806,0,0,1425,0,3512,0,0,4250,0,0,0,7665,0,0,0,0,2500,0,0,0,0,2455,2201,2615,0,0,3829,0,5483,5242,6151,0,0,6995,0,0,0,0,0,2017,3919,0,0,0,0,0,0,3339,0,0,0,3778,0,3946,0,0,0,4535,0,0,633,0,4107,0,1189,1099,0,3216,0,1110,0,0,0,0,0,0,0,0,0,0,1368,2791,0,4037,1478,0,1350,0,0
0,0,0,872,4349,1641,3273,0,0,0,0,0,3084,0,0,3708,0,0,3632,0,0,0,645,6423,2376,0,4930,1224,2425,0,0,0,3020,0,0,0,0,0,1209,1601,797,4698,0,0,0,0,0,1642,7988,3223,0,2676,0,0,0,0,0,3713,0,0,0,822,0,1348,1180,0,3854,0,0,5409,0,0,0,0,5106,2858,0,0,0,0,1716,0,1924,3929,0,0,0,0,0,0,4734,0,10451,0,0,0,3227,0,0
0,0,0,0,0,0,0,0,0,2874,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2783,0,767,9878,0,2622,0,0,5512,0,0,0,6039,2138,0,0,0,0,0,0,0,0,0,1705,0,0,2288,0,0,0,0,0,0,0,0,3482,0,0,1425,0,5409,664,2153,0,0,0,835,0,0,1082,14482,3885,0,0,0,0,0,0,0,0,0,6570,2584,0,8493,0,0,0,0,0,1429
0,0,0,1933,601,0,2811,0,3011,0,3000,0,0,0,8761,5161,0,0,0,0,0,0,5838,0,0,0,0,0,0,0,0,3326,13860,4201,0,0,0,0,0,17983,0,0,0,2244,0,5050,617,0,664,0,0,0,0,5230,603,0,0,0,0,0,0,0,0,0,0,0,12061,5979,0,3482,4057,0,0,4142,0,0,1455,4470,0,0,0,0,2476,8638,0,0,0,0,0,3696,850,0,1891,0,0,0,4068,1770,0
