0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,853,808,0,1779,0,0,0,0,679,0,1925,0,780,0,0,6456,1054,0,0,626,694,0,638,0,0,0,0,0,0,0,0,4774,1748,0,0,0,0,0,0,0,0,0,0,0,1483,954,1030,861,0,0,831,0,0,721,998,0,744,0,1157,0,0,0,0,0,0,3075,0,0,0,2449,0,1340,0,0,0,0,0,0,0,1066,1249,0,0,969,0,0,0,0,678,0,0,1015,0,0,0,0
0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,1080,0,0,0,1036,645,0,0,0,0,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,0,755,0,0,0,0,635,810,850,0,0,0,0,705,0,0,0,0,0,612,0,0,0,0,0,0,0,0,0
0,888,0,0,1053,654,1610,0,0,1020,0,0,1586,0,0,0,1805,0,938,1143,1197,0,830,1507,0,2076,0,0,0,0,952,0,0,1310,837,2984,0,0,0,0,662,762,1547,2234,985,0,0,1763,0,983,1227,994,792,0,0,0,1177,1807,0,1835,825,985,2148,0,1305,0,1138,1056,900,0,2225,0,1310,608,878,0,0,779,0,0,809,726,0,720,1098,0,0,1796,1497,0,0,660,0,0,653,624,0,1959,0
0,798,601,1053,0,831,0,0,0,0,0,0,2682,1641,0,0,3204,0,0,1083,0,763,1471,0,2020,0,756,0,0,0,0,0,0,1090,0,0,0,0,660,0,1549,662,0,0,923,0,1663,742,0,0,0,0,617,0,1288,0,0,2643,0,2925,1774,1199,1183,0,0,620,840,0,0,0,622,0,0,0,865,0,647,771,846,733,1835,773,0,4349,907,0,1179,0,0,0,691,1136,0,0,1495,0,1147,2421,0
0,0,0,662,887,0,0,2156,0,0,814,0,909,1561,1489,1084,0,0,952,916,1439,0,0,3493,751,1086,0,1894,0,785,1855,733,1325,0,652,1591,0,1288,1500,670,1469,0,0,697,2123,1076,0,2759,2948,695,0,0,957,0,1213,1967,1463,3967,0,0,2769,0,2618,0,1658,1039,0,1622,0,1019,859,0,0,713,1518,2414,0,0,1914,0,731,0,865,1088,822,0,2650,0,0,0,0,2244,0,1485,949,0,0,1613,863
0,1787,0,1601,0,0,0,916,1493,668,1525,1001,940,930,1469,0,0,0,0,1444,0,1204,734,0,755,939,0,0,1574,0,0,924,740,0,974,979,1313,702,626,0,842,0,0,1101,0,0,0,1492,0,0,0,646,0,867,625,0,633,1180,0,0,0,0,0,937,0,0,0,0,819,1833,0,0,1192,1686,0,1761,1323,1193,1170,0,0,1814,0,0,0,0,1214,0,0,0,1041,846,0,0,691,630,874,783,1257
0,0,0,724,0,2152,916,0,0,0,866,0,889,1310,0,1092,2002,0,0,1013,1063,776,0,697,1152,743,1398,1017,0,0,0,0,1175,646,1060,0,0,0,0,895,0,0,0,0,2588,0,1272,1722,0,1477,969,906,0,0,0,814,768,2875,836,0,2581,2278,0,1249,0,0,0,0,0,0,0,0,1068,0,2984,1758,0,0,0,0,1514,803,815,946,0,0,0,0,2163,0,1925,2317,0,2810,1392,0,0,1539,0
0,0,0,0,0,0,1491,0,0,0,1469,1125,0,712,657,782,0,0,0,0,0,0,0,0,0,0,0,785,2644,0,919,0,0,0,0,1236,2047,612,0,1147,0,0,837,0,0,1112,3114,0,0,0,0,1263,846,1507,603,0,0,0,0,0,0,0,1151,610,0,0,0,0,5853,896,0,1350,0,2465,0,0,0,2123,0,4445,0,0,0,0,0,0,0,2056,0,0,0,0,0,0,0,666,0,0,0
0,0,0,1019,0,0,668,0,0,0,0,1077,1114,0,1208,0,0,0,0,0,765,0,0,0,0,0,0,0,0,2402,0,1365,0,1309,0,0,0,2267,0,0,0,0,0,830,0,2021,0,0,0,0,0,0,724,0,1704,0,0,0,0,0,0,0,0,2585,0,0,700,746,0,0,0,0,0,0,872,0,0,699,0,0,0,0,0,0,0,0,0,731,1339,0,0,0,2464,0,0,737,1991,749,0
