x;y;datetime;smd50upveg;distroad;elevation;day
697892,4447;7225639,784;2010-08-02 08:04;Coni;1375,681641;294;2
697872,1481;7225650,907;2010-08-02 08:06;Coni;1423,024902;292;2
697897,4359;7225655,577;2010-08-02 08:07;Coni;1375,681641;296;2
697892,0453;7225641,061;2010-08-02 08:09;Coni;1375,681641;288;2
697890,6307;7225654,005;2010-08-02 08:11;Coni;1375,681641;288;2
697873,6089;7225636,105;2010-08-02 08:14;Coni;1423,024902;256;2
697878,6878;7225647,06;2010-08-02 08:16;Coni;1423,024902;261;2
697882,1715;7225637,236;2010-08-02 08:17;Coni;1375,681641;247;2
697886,4577;7225641,247;2010-08-02 08:19;Coni;1375,681641;274;2
697884,9858;7225637,424;2010-08-02 08:22;Coni;1375,681641;259;2
697881,7051;7225641,861;2010-08-02 08:23;Coni;1375,681641;270;2
697879,0168;7225632,741;2010-08-02 08:26;Coni;1423,024902;234;2
697858,4167;7225611,995;2010-08-02 08:28;Coni;1408,012817;135;2
697883,9933;7225640,524;2010-08-02 08:30;Coni;1375,681641;260;2
697885,8489;7225657,41;2010-08-02 08:32;Coni;1375,681641;260;2
697882,9558;7225641,944;2010-08-02 08:34;Coni;1375,681641;276;2
697878,204;7225654,292;2010-08-02 08:36;Coni;1423,024902;298;2
697885,4634;7225590,334;2010-08-02 08:38;Coni;1360,147095;201;2
697886,2566;7225654,83;2010-08-02 08:40;Coni;1375,681641;279;2
697885,3944;7225631,304;2010-08-02 08:42;Coni;1375,681641;281;2
697886,7539;7225655,608;2010-08-02 08:44;Coni;1375,681641;305;2
697886,026;7225640,659;2010-08-02 08:45;Coni;1375,681641;260;2
697896,3538;7225640,046;2010-08-02 08:48;Coni;1375,681641;280;2
697888,8402;7225640,847;2010-08-02 08:50;Coni;1375,681641;271;2
697892,8409;7225637,39;2010-08-02 08:52;Coni;1375,681641;251;2
697899,7299;7225633,007;2010-08-02 08:54;Coni;1375,681641;269;2
697870,5247;7225644,652;2010-08-02 08:55;Coni;1423,024902;263;2
697902,0758;7225644,898;2010-08-02 08:58;Coni;1375,681641;302;2
697874,2807;7225661,293;2010-08-02 09:00;Coni;1423,024902;316;2
697866,9176;7225668,065;2010-08-02 09:02;Coni;1423,024902;331;2
697878,1062;7225636,964;2010-08-02 09:04;Coni;1423,024902;248;2
697871,9652;7225658,345;2010-08-02 09:06;Coni;1423,024902;293;2
697897,1654;7225652,579;2010-08-02 09:08;Coni;1375,681641;275;2
697891,3517;7225651,445;2010-08-02 09:10;Coni;1375,681641;267;2
697892,211;7225651,502;2010-08-02 09:12;Coni;1375,681641;311;2
697896,9613;7225630,96;2010-08-02 09:14;Coni;1375,681641;260;2
697896,7323;7225655,53;2010-08-02 09:16;Coni;1375,681641;293;2
697923,8428;7225644,676;2010-08-02 09:18;Coni;1375,681641;304;2
697885,9566;7225651,084;2010-08-02 09:20;Coni;1375,681641;323;2
697880,8767;7225647,207;2010-08-02 09:22;Coni;1375,681641;264;2
697868,7672;7225645,093;2010-08-02 09:24;Coni;1423,024902;297;2
697889,2178;7225644,598;2010-08-02 09:26;Coni;1375,681641;276;2
697873,5178;7225639,824;2010-08-02 09:28;Coni;1423,024902;229;2
697892,1296;7225650,38;2010-08-02 09:30;Coni;1375,681641;270;2
697890,6479;7225651,398;2010-08-02 09:32;Coni;1375,681641;279;2
697892,9169;7225659,745;2010-08-02 09:34;Coni;1375,681641;295;2
697882,5917;7225649,742;2010-08-02 09:36;Coni;1375,681641;281;2
697880,8983;7225642,179;2010-08-02 09:38;Coni;1375,681641;285;2
697878,3053;7225645,731;2010-08-02 09:40;Coni;1423,024902;273;2
697896,9059;7225668,206;2010-08-02 09:42;Coni;1375,681641;301;2
697896,3638;7225619,931;2010-08-02 09:44;Coni;1360,147095;233;2
697884,1574;7225627,497;2010-08-02 09:46;Coni;1375,681641;240;2
697879,0785;7225647,086;2010-08-02 09:48;Coni;1423,024902;276;2
697883,1896;7225645,499;2010-08-02 09:50;Coni;1375,681641;269;2
697889,8006;7225635,883;2010-08-02 09:52;Coni;1375,681641;244;2
697887,8373;7225637,055;2010-08-02 09:54;Coni;1375,681641;262;2
697889,7237;7225644,072;2010-08-02 09:56;Coni;1375,681641;295;2
697876,0407;7225634,963;2010-08-02 09:58;Coni;1423,024902;275;2
697888,5689;7225641,388;2010-08-02 10:00;Coni;1375,681641;248;2
697892,963;7225642,613;2010-08-02 10:02;Coni;1375,681641;251;2
697886,1172;7225636,94;2010-08-02 10:04;Coni;1375,681641;278;2
697885,1527;7225644,326;2010-08-02 10:06;Coni;1375,681641;264;2
697884,3385;7225642,409;2010-08-02 10:08;Coni;1375,681641;259;2
697894,0365;7225628,902;2010-08-02 10:10;Coni;1375,681641;244;2
697888,5046;7225634,12;2010-08-02 10:12;Coni;1375,681641;264;2
697886,0259;7225640,659;2010-08-02 10:14;Coni;1375,681641;267;2
697880,4077;7225647,175;2010-08-02 10:16;Coni;1375,681641;262;2
697883,8044;7225638,648;2010-08-02 10:18;Coni;1375,681641;266;2
697882,6544;7225630,004;2010-08-02 10:20;Coni;1375,681641;275;2
697886,0943;7225630,234;2010-08-02 10:22;Coni;1375,681641;270;2
697884,3603;7225637,382;2010-08-02 10:24;Coni;1375,681641;260;2
697876,1514;7225636,833;2010-08-02 10:26;Coni;1423,024902;275;2
697887,9419;7225629,612;2010-08-02 10:28;Coni;1375,681641;278;2
697882,6869;7225631,869;2010-08-02 10:30;Coni;1375,681641;269;2
697879,8954;7225638,387;2010-08-02 10:32;Coni;1375,681641;274;2
697878,4835;7225640,714;2010-08-02 10:34;Coni;1423,024902;270;2
697891,01;7225635,405;2010-08-02 10:36;Coni;1375,681641;274;2
697898,2217;7225641,474;2010-08-02 10:38;Coni;1375,681641;268;2
697888,8537;7225637,123;2010-08-02 10:40;Coni;1375,681641;256;2
697885,5243;7225638,763;2010-08-02 10:42;Coni;1375,681641;270;2
697885,1792;7225636,878;2010-08-02 10:44;Coni;1375,681641;265;2
697896,4319;7225575,421;2010-08-02 10:46;Coni;1360,147095;286;2
697934,1796;7225505,306;2010-08-02 10:48;Coni;1285,495972;262;2
697997,2803;7225581,045;2010-08-02 10:50;Coni;1264,911011;307;2
698049,667;7225593,861;2010-08-02 10:52;Coni;1217,57959;265;2
698109,2426;7225715,186;2010-08-02 10:54;Coni;1202,081543;265;2
698182,6863;7225699,612;2010-08-02 10:56;Coni;1106,797241;278;2
698186,6972;7225691,313;2010-08-02 10:58;Coni;1106,797241;262;2
698203,8617;7225674,209;2010-08-02 11:00;Coni;1106,797241;256;2
698300,4238;7225648,824;2010-08-02 11:02;Coni;996,2429199;252;2
698333,1631;7225713,412;2010-08-02 11:04;Coni;965,6604004;285;2
698348,6188;7225731,21;2010-08-02 11:06;Clear;984,8858032;278;2
698342,8975;7225746,286;2010-08-02 11:08;Clear;984,8858032;266;2
698326,1467;7225675,132;2010-08-02 11:10;Coni;1012,422852;269;2
698202,4441;7225576,889;2010-08-02 11:12;Mire;1077,032959;256;2
698063,3938;7225581,182;2010-08-02 11:14;Coni;1217,57959;263;2
697837,4492;7225667,214;2010-08-02 11:16;Coni;1423,024902;277;2
697631,5483;7225681,402;2010-08-02 11:18;Coni;1628,64978;284;2
697706,4751;7225688,267;2010-08-02 11:20;Coni;1581,138794;259;2
697859,4294;7225687,308;2010-08-02 11:22;Coni;1439,618042;254;2
697843,0922;7225520,451;2010-08-02 11:24;Coni;1394,632568;278;2
697817,2764;7225367,304;2010-08-02 11:26;Coni;1408,012817;262;2
697793,2328;7225323,978;2010-08-02 11:28;Coni;1408,012817;247;2
697818,1184;7225373,506;2010-08-02 11:30;Coni;1414,213623;278;2
697851,736;7225420,453;2010-08-02 11:32;Coni;1372,953003;290;2
697856,8943;7225533,666;2010-08-02 11:34;Coni;1394,632568;289;2
697840,324;7225548,949;2010-08-02 11:36;Coni;1394,632568;309;2
697824,8404;7225531,525;2010-08-02 11:38;Coni;1443,086914;256;2
697844,4509;7225536,56;2010-08-02 11:40;Coni;1394,632568;246;2
697843,3588;7225522,331;2010-08-02 11:42;Coni;1394,632568;308;2
697845,3774;7225548,542;2010-08-02 11:44;Coni;1394,632568;292;2
697821,5302;7225569,298;2010-08-02 11:46;Coni;1443,086914;360;2
697844,7337;7225554,645;2010-08-02 11:48;Coni;1394,632568;315;2
697846,4362;7225542,094;2010-08-02 11:50;Coni;1394,632568;306;2
697845,734;7225538,508;2010-08-02 11:52;Coni;1394,632568;268;2
697841,5405;7225538,973;2010-08-02 11:54;Coni;1394,632568;291;2
697881,8483;7225660,868;2010-08-02 11:56;Coni;1375,681641;277;2
697807,9884;7225683,871;2010-08-02 11:58;Coni;1486,606934;275;2
697817,5949;7225689,355;2010-08-02 12:00;Coni;1486,606934;267;2
697804,4285;7225686,613;2010-08-02 12:02;Coni;1486,606934;280;2
697795,6305;7225673,733;2010-08-02 12:04;Coni;1486,606934;256;2
697804,0173;7225669,265;2010-08-02 12:06;Coni;1470,544067;247;2
697794,1835;7225684,811;2010-08-02 12:08;Coni;1486,606934;270;2
697792,2897;7225656,748;2010-08-02 12:10;Coni;1470,544067;210;2
697800,3671;7225672,187;2010-08-02 12:12;Coni;1486,606934;236;2
697817,9992;7225685,657;2010-08-02 12:14;Coni;1486,606934;254;2
697803,7476;7225678;2010-08-02 12:16;Coni;1486,606934;267;2
697793,243;7225661,281;2010-08-02 12:18;Coni;1470,544067;231;2
697807,5648;7225681,98;2010-08-02 12:20;Coni;1486,606934;289;2
697801,7051;7225667,434;2010-08-02 12:22;Coni;1470,544067;263;2
697813,4333;7225679,951;2010-08-02 12:24;Coni;1486,606934;251;2
697789,5114;7225674,814;2010-08-02 12:26;Coni;1486,606934;275;2
697794,4938;7225661,365;2010-08-02 12:28;Coni;1470,544067;233;2
697805,988;7225685,6;2010-08-02 12:30;Coni;1486,606934;290;2
697807,6298;7225685,709;2010-08-02 12:32;Coni;1486,606934;285;2
697807,4087;7225681,97;2010-08-02 12:34;Coni;1486,606934;269;2
697807,9694;7225678,282;2010-08-02 12:36;Coni;1486,606934;254;2
697822,3466;7225677,008;2010-08-02 12:38;Coni;1486,606934;237;2
697822,7523;7225666,232;2010-08-02 12:40;Coni;1470,544067;241;2
697808,0826;7225669,536;2010-08-02 12:42;Coni;1470,544067;248;2
697803,2785;7225677,969;2010-08-02 12:44;Coni;1486,606934;270;2
697811,5656;7225678,523;2010-08-02 12:46;Coni;1486,606934;251;2
697802,783;7225685,386;2010-08-02 12:48;Coni;1486,606934;276;2
697803,427;7225675,744;2010-08-02 12:50;Coni;1486,606934;276;2
697807,9427;7225685,73;2010-08-02 12:52;Coni;1486,606934;271;2
697817,6156;7225653,783;2010-08-02 12:54;Coni;1470,544067;261;2
697806,2361;7225681,891;2010-08-02 12:56;Coni;1486,606934;267;2
697748,7738;7225647,508;2010-08-02 12:58;Coni;1518,222656;266;2
697756,1032;7225582,437;2010-08-02 13:00;Coni;1504,160889;272;2
697735,3114;7225559,816;2010-08-02 13:02;Coni;1491,643433;280;2
697735,5896;7225527,427;2010-08-02 13:04;Coni;1491,643433;268;2
697751,7332;7225502,057;2010-08-02 13:06;Coni;1480,709229;268;2
697853,8988;7225549,111;2010-08-02 13:08;Coni;1394,632568;311;2
697847,905;7225529,527;2010-08-02 13:10;Coni;1394,632568;240;2
697845,2414;7225531,77;2010-08-02 13:12;Coni;1394,632568;291;2
697844,6843;7225540,114;2010-08-02 13:14;Coni;1394,632568;268;2
697847,1271;7225545,865;2010-08-02 13:16;Coni;1394,632568;271;2
697853,9743;7225593,816;2010-08-02 13:18;Coni;1408,012817;332;2
697851,9162;7225578,779;2010-08-02 13:20;Coni;1408,012817;338;2
697872,9814;7225525,615;2010-08-02 13:22;Coni;1394,632568;285;2
697888,6809;7225488,11;2010-08-02 13:24;Coni;1334,166382;275;2
697841,922;7225562,653;2010-08-02 13:26;Coni;1394,632568;275;2
697852,2221;7225542,48;2010-08-02 13:28;Coni;1394,632568;274;2
697860,0634;7225530,898;2010-08-02 13:30;Coni;1394,632568;294;2
697829,3902;7225589,194;2010-08-02 13:32;Coni;1408,012817;278;2
697840,6219;7225544,499;2010-08-02 13:34;Coni;1394,632568;266;2
697856,8801;7225540,929;2010-08-02 13:36;Coni;1394,632568;297;2
697848,9546;7225543,193;2010-08-02 13:38;Coni;1394,632568;278;2
697819,629;7225576,622;2010-08-02 13:40;Coni;1456,021973;258;2
697874,8015;7225520,708;2010-08-02 13:42;Coni;1394,632568;273;2
697992,9294;7225573,304;2010-08-02 13:44;Coni;1264,911011;282;2
698182,4012;7225715,611;2010-08-02 13:46;Coni;1106,797241;254;2
698150,2173;7225795,223;2010-08-02 13:48;Coni;1188,48645;266;2
698152,4533;7225789,971;2010-08-02 13:50;Coni;1188,48645;267;2
698152,845;7225798,192;2010-08-02 13:52;Coni;1188,48645;298;2
698156,7345;7225784,67;2010-08-02 13:54;Coni;1188,48645;257;2
698151,9522;7225788,075;2010-08-02 13:56;Coni;1188,48645;257;2
698146,9488;7225787,74;2010-08-02 13:58;Coni;1188,48645;268;2
698149,6389;7225789,782;2010-08-02 14:00;Coni;1188,48645;279;2
698154,0018;7225797,338;2010-08-02 14:02;Coni;1188,48645;275;2
698152,2175;7225793,494;2010-08-02 14:04;Coni;1188,48645;271;2
698152,2808;7225800,762;2010-08-02 14:05;Coni;1188,48645;271;2
698162,0378;7225796,945;2010-08-02 14:08;Coni;1188,48645;269;2
698159,4564;7225788,577;2010-08-02 14:10;Coni;1188,48645;297;2
698156,5644;7225788,383;2010-08-02 14:12;Coni;1188,48645;265;2
698150,7324;7225793,395;2010-08-02 14:14;Coni;1188,48645;256;2
698160,0995;7225797,746;2010-08-02 14:16;Coni;1188,48645;273;2
698151,2643;7225800,694;2010-08-02 14:18;Coni;1188,48645;286;2
698139,4446;7225787,238;2010-08-02 14:20;Coni;1188,48645;229;2
698152,8133;7225796,328;2010-08-02 14:22;Coni;1188,48645;262;2
698158,9258;7225801,207;2010-08-02 14:24;Coni;1188,48645;257;2
698134,1531;7225809,979;2010-08-02 14:26;Coni;1188,48645;274;2
698103,6331;7225806,075;2010-08-02 14:28;Coni;1234,908936;255;2
698103,0944;7225804,735;2010-08-02 14:30;Coni;1234,908936;264;2
698080,9724;7225811,45;2010-08-02 14:32;Coni;1234,908936;274;2
698086,2785;7225804,914;2010-08-02 14:34;Coni;1234,908936;252;2
698092,2916;7225811,276;2010-08-02 14:36;Coni;1234,908936;263;2
698073,5495;7225800,337;2010-08-02 14:38;Coni;1281,600586;258;2
698077,9274;7225824,098;2010-08-02 14:40;Coni;1300;290;2
698056,4264;7225821,542;2010-08-02 14:42;Coni;1300;253;2
698038,4272;7225814,75;2010-08-02 14:44;Coni;1281,600586;281;2
698027,8319;7225817,022;2010-08-02 14:46;Coni;1328,533081;258;2
698040,009;7225808,71;2010-08-02 14:48;Coni;1281,600586;283;2
698087,1296;7225818,008;2010-08-02 14:50;Coni;1234,908936;277;2
698095,1458;7225839,032;2010-08-02 14:52;Coni;1253,993652;285;2
698091,8356;7225846,261;2010-08-02 14:54;Coni;1253,993652;268;2
698083,2314;7225848,107;2010-08-02 14:56;Coni;1253,993652;285;2
698078,4644;7225855,983;2010-08-02 14:58;Coni;1300;277;2
698063,9688;7225856,69;2010-08-02 15:00;Coni;1300;285;2
698115,0143;7225828,442;2010-08-02 15:02;Coni;1253,993652;269;2
698179,4349;7225759,927;2010-08-02 15:04;Coni;1123,610229;272;2
698228,4428;7225780,901;2010-08-02 15:06;Clear;1142,365967;379;2
698209,668;7225751,707;2010-08-02 15:08;Coni;1123,610229;268;2
698226,1219;7225763,983;2010-08-02 15:10;Coni;1123,610229;266;2
698230,5999;7225715,857;2010-08-02 15:12;Coni;1059,480957;276;2
698221,1159;7225636,995;2010-08-02 15:14;Coni;1092,016479;267;2
698209,0344;7225639,167;2010-08-02 15:15;Coni;1092,016479;249;2
698177,934;7225629,821;2010-08-02 15:18;Coni;1140,175415;261;2
698178,711;7225632,295;2010-08-02 15:20;Coni;1140,175415;246;2
698116,7186;7225691,473;2010-08-02 15:22;Coni;1202,081543;265;2
698038,7972;7225669,498;2010-08-02 15:24;Coni;1234,908936;275;2
698045,1503;7225683,705;2010-08-02 15:26;Coni;1250;257;2
698044,3128;7225690,354;2010-08-02 15:28;Coni;1250;266;2
698046,5935;7225686,782;2010-08-02 15:30;Coni;1250;266;2
698048,8103;7225702,948;2010-08-02 15:32;Coni;1250;271;2
698037,7826;7225677,625;2010-08-02 15:34;Coni;1250;271;2
698045,4071;7225690,427;2010-08-02 15:36;Coni;1250;280;2
698057,549;7225706,14;2010-08-02 15:38;Coni;1250;260;2
698048,7922;7225682,086;2010-08-02 15:40;Coni;1250;262;2
698048,2755;7225675,719;2010-08-02 15:42;Coni;1250;278;2
698043,0986;7225677,98;2010-08-02 15:44;Coni;1250;271;2
698049,8177;7225692,585;2010-08-02 15:46;Coni;1250;259;2
698044,6818;7225695,408;2010-08-02 15:48;Coni;1250;252;2
698044,3963;7225672,666;2010-08-02 15:50;Coni;1250;281;2
698044,4143;7225681,794;2010-08-02 15:52;Coni;1250;263;2
698041,5999;7225681,605;2010-08-02 15:54;Coni;1250;264;2
698042,2252;7225681,647;2010-08-02 15:56;Coni;1250;269;2
698049,4036;7225701,125;2010-08-02 15:58;Coni;1250;258;2
698049,3736;7225692,183;2010-08-02 16:00;Coni;1250;250;2
698044,4337;7225699,117;2010-08-02 16:02;Coni;1250;255;2
698045,2399;7225660,057;2010-08-02 16:04;Coni;1234,908936;255;2
698045,5261;7225679,26;2010-08-02 16:06;Coni;1250;256;2
698050,6589;7225687,054;2010-08-02 16:08;Coni;1250;254;2
698043,9451;7225681,762;2010-08-02 16:10;Coni;1250;274;2
698049,9504;7225689,428;2010-08-02 16:12;Coni;1250;253;2
698046,723;7225694,241;2010-08-02 16:14;Coni;1250;257;2
698044,8689;7225689,088;2010-08-02 16:16;Coni;1250;253;2
698029,6378;7225684,344;2010-08-02 16:18;Coni;1250;252;2
698045,9683;7225578,713;2010-08-02 16:20;Coni;1217,57959;257;2
697988,3885;7225509,674;2010-08-02 16:22;Mire;1236,931641;251;2
697934,9767;7225509,829;2010-08-02 16:24;Coni;1285,495972;262;2
697881,7913;7225610,017;2010-08-02 16:26;Coni;1360,147095;261;2
697878,2042;7225654,292;2010-08-02 16:28;Coni;1423,024902;288;2
697891,172;7225602,45;2010-08-02 16:29;Coni;1360,147095;178;2
697891,4618;7225653,315;2010-08-02 16:32;Coni;1375,681641;304;2
697913,1195;7225662,958;2010-08-02 16:34;Coni;1375,681641;277;2
697931,2111;7225666,03;2010-08-02 16:36;Coni;1328,533081;269;2
697954,6377;7225702,052;2010-08-02 16:38;Coni;1346,29126;317;2
697961,584;7225656,884;2010-08-02 16:40;Coni;1328,533081;287;2
697964,0531;7225601,174;2010-08-02 16:42;Coni;1312,44043;204;2
698006,9001;7225613,351;2010-08-02 16:44;Coni;1264,911011;270;2
698134,7169;7225580,925;2010-08-02 16:46;Mire;1123,610229;226;2
698147,1057;7225569,461;2010-08-02 16:48;Mire;1106,797241;274;2
698148,6435;7225608,677;2010-08-02 16:50;Mire;1123,610229;294;2
698154,8319;7225585,437;2010-08-02 16:52;Mire;1123,610229;286;2
698161,8631;7225588,328;2010-08-02 16:54;Mire;1123,610229;292;2
698180,4776;7225486,203;2010-08-02 16:56;Coni;1044,03064;250;2
698227,9073;7225438,158;2010-08-02 16:58;Coni;1030,776367;271;2
698243,3173;7225394,488;2010-08-02 17:00;Coni;970,8244019;277;2
698223,3247;7225388,121;2010-08-02 17:02;Coni;1019,803894;250;2
698209,7671;7225393,546;2010-08-02 17:04;Coni;1019,803894;287;2
698181,0396;7225369,832;2010-08-02 17:06;Coni;1011,187439;268;2
698218,5386;7225375,135;2010-08-02 17:08;Coni;1019,803894;295;2
698212,4553;7225367,464;2010-08-02 17:10;Coni;1011,187439;273;2
698248,2778;7225366,137;2010-08-02 17:12;Coni;961,7692261;294;2
698240,6768;7225344,768;2010-08-02 17:14;Coni;961,7692261;277;2
698229,145;7225324,626;2010-08-02 17:16;Coni;961,7692261;272;2
698208,2285;7225354,329;2010-08-02 17:18;Coni;1011,187439;338;2
698218,4371;7225301,558;2010-08-02 17:20;Coni;1004,987549;271;2
698244,45;7225264,931;2010-08-02 17:22;Coni;951,3148804;278;2
698229,6117;7225261,33;2010-08-02 17:24;Coni;951,3148804;265;2
698248,1014;7225273,743;2010-08-02 17:26;Coni;955,2486572;268;2
698261,1365;7225279,645;2010-08-02 17:28;Coni;955,2486572;263;2
698253,0081;7225291,952;2010-08-02 17:30;Coni;955,2486572;295;2
698265,3397;7225286,072;2010-08-02 17:32;Coni;955,2486572;288;2
698279,4875;7225277,707;2010-08-02 17:34;Coni;905,5385132;248;2
698313,0023;7225287,401;2010-08-02 17:36;Coni;905,5385132;274;2
698290,9207;7225284,06;2010-08-02 17:38;Coni;905,5385132;299;2
698281,8228;7225247,503;2010-08-02 17:40;Coni;901,3878174;304;2
698280,1023;7225239,194;2010-08-02 17:42;Coni;901,3878174;250;2
698272,0042;7225268,638;2010-08-02 17:44;Coni;951,3148804;307;2
698272,9426;7225268,701;2010-08-02 17:46;Coni;951,3148804;302;2
698311,956;7225136,465;2010-08-02 17:48;NA;900;265;2
698414,513;7225014,817;2010-08-02 17:50;Coni;800;278;2
698518,1435;7224968,677;2010-08-02 17:52;Coni;701,7834473;353;2
698518,0076;7224906,274;2010-08-02 17:54;Coni;707,1068115;224;2
698521,7849;7224926,083;2010-08-02 17:56;Coni;701,7834473;273;2
698519,4866;7224920,528;2010-08-02 17:58;Coni;701,7834473;266;2
699848,5908;7224682,827;2010-08-03 00:02;Mire;412,3105774;295;3
699855,6231;7224685,723;2010-08-03 00:04;Mire;412,3105774;290;3
699858,9451;7224694,701;2010-08-03 00:06;Mire;412,3105774;309;3
699852,4695;7224699,852;2010-08-03 00:08;Mire;412,3105774;335;3
699841,6461;7224706,572;2010-08-03 00:10;Mire;412,3105774;343;3
699848,2149;7224688,389;2010-08-03 00:12;Mire;412,3105774;338;3
699851,7383;7224661,806;2010-08-03 00:14;Coni;403,1128845;221;3
699850,9808;7224680,008;2010-08-03 00:16;Mire;412,3105774;288;3
699856,4108;7224669,385;2010-08-03 00:18;Coni;403,1128845;306;3
699853,0952;7224690,581;2010-08-03 00:20;Mire;412,3105774;314;3
699860,8849;7224670,618;2010-08-03 00:22;Mire;412,3105774;256;3
699857,1624;7224690,856;2010-08-03 00:24;Mire;412,3105774;276;3
699861,4911;7224673,266;2010-08-03 00:26;Mire;412,3105774;304;3
699845,3676;7224686,334;2010-08-03 00:28;Mire;412,3105774;378;3
699842,3657;7224684,269;2010-08-03 00:30;Mire;412,3105774;301;3
699860,0873;7224674,29;2010-08-03 00:32;Mire;412,3105774;254;3
699849,7168;7224675,452;2010-08-03 00:34;Mire;412,3105774;295;3
699863,2685;7224688,846;2010-08-03 00:36;Mire;412,3105774;281;3
699882,7363;7224703,01;2010-08-03 00:38;Mire;460,9772339;429;3
699861,7912;7224687,442;2010-08-03 00:40;Mire;412,3105774;333;3
699858,075;7224695,946;2010-08-03 00:42;Mire;412,3105774;343;3
699849,9673;7224690,37;2010-08-03 00:44;Mire;412,3105774;298;3
699855,4415;7224681,426;2010-08-03 00:46;Mire;412,3105774;294;3
699857,5368;7224708,575;2010-08-03 00:48;Mire;412,3105774;370;3
699858,3131;7224687,767;2010-08-03 00:50;Mire;412,3105774;305;3
699844,0363;7224675,814;2010-08-03 00:52;Mire;412,3105774;276;3
699856,7366;7224678,534;2010-08-03 00:54;Mire;412,3105774;289;3
699853,2956;7224678,302;2010-08-03 00:56;Mire;412,3105774;283;3
699850,4834;7224669,916;2010-08-03 00:58;Coni;403,1128845;272;3
699859,9398;7224682,289;2010-08-03 01:00;Mire;412,3105774;295;3
699857,8034;7224649,922;2010-08-03 01:02;Coni;403,1128845;241;3
699861,0223;7224673,235;2010-08-03 01:04;Mire;412,3105774;273;3
699856,9118;7224675,938;2010-08-03 01:06;Mire;412,3105774;284;3
699834,3895;7224702,358;2010-08-03 01:08;Mire;412,3105774;285;3
699845,7452;7224736,651;2010-08-03 01:10;Mire;427,2001953;304;3
699843,3777;7224724,012;2010-08-03 01:12;Mire;427,2001953;253;3
699838,169;7224725,523;2010-08-03 01:14;Mire;427,2001953;277;3
699834,7533;7224738,89;2010-08-03 01:16;Mire;427,2001953;285;3
699811,9936;7224745,55;2010-08-03 01:18;Mire;380,7886658;266;3
699812,2306;7224737,37;2010-08-03 01:20;Mire;380,7886658;297;3
699797,9793;7224748,33;2010-08-03 01:22;Mire;380,7886658;302;3
699791,2227;7224746,012;2010-08-03 01:24;Mire;380,7886658;284;3
699745,6772;7224750,39;2010-08-03 01:26;Mire;335,4101868;321;3
699761,0562;7224769,309;2010-08-03 01:28;Mire;335,4101868;299;3
699743,2384;7224763,265;2010-08-03 01:30;Mire;335,4101868;291;3
699742,9284;7224819,122;2010-08-03 01:32;Young;360,5551147;301;3
699749,779;7224813,065;2010-08-03 01:34;Young;360,5551147;266;3
699746,1504;7224815,614;2010-08-03 01:36;Young;360,5551147;280;3
699738,7629;7224834,301;2010-08-03 01:38;Young;380,7886658;281;3
699739,2323;7224834,333;2010-08-03 01:40;Young;380,7886658;268;3
699741,9918;7224856,311;2010-08-03 01:42;Young;380,7886658;302;3
699741,7915;7224849,965;2010-08-03 01:44;Young;380,7886658;287;3
699745,6524;7224869,596;2010-08-03 01:46;Young;380,7886658;290;3
699734,3758;7224863,248;2010-08-03 01:48;Young;380,7886658;282;3
699735,4863;7224868,911;2010-08-03 01:50;Young;380,7886658;296;3
699746,6843;7224851,972;2010-08-03 01:52;Young;380,7886658;252;3
699740,0369;7224856,179;2010-08-03 01:54;Young;380,7886658;296;3
699728,2233;7224867,117;2010-08-03 01:56;Bleav;335,4101868;282;3
699724,4131;7224860,714;2010-08-03 01:58;Bleav;335,4101868;279;3
699713,4656;7224869,289;2010-08-03 02:00;Bleav;335,4101868;283;3
699733,853;7224867,497;2010-08-03 02:02;Young;380,7886658;326;3
699754,4752;7224911,169;2010-08-03 02:04;Coni;403,1128845;280;3
699804,3663;7224951,786;2010-08-03 02:06;NA;471,6990662;315;3
699814,7818;7224911,511;2010-08-03 02:08;Mire;447,2135925;280;3
699821,522;7224880,302;2010-08-03 02:10;Mire;447,2135925;269;3
699808,6036;7224883,155;2010-08-03 02:12;Mire;447,2135925;266;3
699804,7407;7224895,002;2010-08-03 02:14;Mire;447,2135925;279;3
699803,5022;7224904,045;2010-08-03 02:16;Mire;447,2135925;282;3
699812,1352;7224906,49;2010-08-03 02:18;Mire;447,2135925;295;3
699811,2625;7224897,304;2010-08-03 02:20;Mire;447,2135925;282;3
699807,6654;7224897,062;2010-08-03 02:22;Mire;447,2135925;276;3
699815,0629;7224895,698;2010-08-03 02:24;Mire;447,2135925;287;3
699804,1778;7224903,345;2010-08-03 02:26;Mire;447,2135925;284;3
699806,4174;7224893,439;2010-08-03 02:28;Mire;447,2135925;270;3
699806,2423;7224896,034;2010-08-03 02:30;Mire;447,2135925;272;3
699807,4931;7224886,806;2010-08-03 02:32;Mire;447,2135925;276;3
699807,4495;7224889,783;2010-08-03 02:34;Mire;447,2135925;273;3
699795,6385;7224897,182;2010-08-03 02:36;Mire;447,2135925;276;3
699804,2901;7224887,707;2010-08-03 02:38;Mire;447,2135925;278;3
699816,8271;7224906,806;2010-08-03 02:40;Mire;447,2135925;298;3
699803,5397;7224926,771;2010-08-03 02:42;NA;471,6990662;329;3
699810,9341;7224896,351;2010-08-03 02:44;Mire;447,2135925;280;3
699812,1226;7224892,706;2010-08-03 02:46;Mire;447,2135925;281;3
